Id,Question,Answer
51,Câu 51: Các Phiêu xuất kho điện tử được coi như hóa đơn điện tử không?,"Có 02 loại Phiếu xuất kho điện tử được quản lý, sử dụng như hóa đơn điện tử bao gồm: Phiếu xuất kho kiêm vận chuyển nội bộ và Phiếu xuất kho hàng gửi bán đại lý."
52,Câu 52: Các Phiêu xuất kho điện tử được coi như hóa đơn điện tử thì cần có các thông tin bắt buộc gì?,"Đối với Phiếu xuất kho kiêm vận chuyển nội bộ thì trên Phiếu xuất kho kiêm vận chuyển nội bộ thể hiện các thông tin liên quan lệnh điều động nội bộ, người nhận hàng, người xuất hàng, địa điểm kho xuất, địa điểm nhận hàng, phương tiện vận chuyển. Cụ thể: tên người mua thể hiện người nhận hàng, địa chỉ người mua thể hiện địa điểm kho nhận hàng; tên người bán thể hiện người xuất hàng, địa chỉ người bán thể hiện địa điểm kho xuất hàng và phương tiện vận chuyển; không thể hiện tiền thuế, thuế suất, tổng số tiền thanh toán.
 Đối với Phiếu xuất kho hàng gửi bán đại lý thì trên Phiếu xuất kho hàng gửi bán đại lý thể hiện các thông tin như hợp đồng kinh tế, người vận chuyển, phương tiện vận chuyển, địa điểm kho xuất, địa điểm kho nhận, tên sản phẩm hàng hóa, đơn vị tính, số lượng, đơn giá, thành tiền. Cụ thể: ghi số, ngày tháng năm hợp đồng kinh tế ký giữa tổ chức, cá nhân; họ tên người vận chuyển, hợp đồng vận chuyển (nếu có), địa chỉ người bán thể hiện địa điểm kho xuất hàng."
53, Câu 53: Doanh nghiệp hoạt động trong lĩnh vực an ninh quốc phòng thì có cần đầy đủ các nội dung bắt buộc trên hóa đơn không?,"Đối với hoạt động xây dựng, lắp đặt, sản xuất, cung cấp sản phẩm, dịch vụ của doanh nghiệp quốc phòng an ninh phục vụ hoạt động quốc phòng an ninh theo quy định của Chính phủ thì trên hóa đơn không nhất thiết phải có đơn vị tính; số lượng; đơn giá; phần tên hàng hóa, dịch vụ ghi cung cấp hàng hóa, dịch vụ theo hợp đồng ký kết giữa các bên."
54,Câu 54: Cơ sở kinh doanh được phép in trên hóa đơn logo nhãn hiêu của mình không?,"Doanh nghiệp, tổ chức, hộ, cá nhân kinh doanh có thể tạo thêm thông tin về biểu trưng hay lo-go để thể hiện nhãn hiệu, thương hiệu hay hình ảnh đại diện của người bán. Tùy theo đặc điểm, tính chất giao dịch và yêu cầu quản lý, trên hóa đơn có thể thể hiện thông tin về Hợp đồng mua bán, lệnh vận chuyển, mã khách hàng và các thông tin khác."
55,Câu 55: Hóa đơn điện tử có mã của cơ quan thuế được khởi tạo từ máy tính tiền có kết nối chuyển dữ liệu điện tử với cơ quan thuế cần có nội dung gì?,"Hóa đơn điện tử có mã của cơ quan thuế được khởi tạo từ máy tính tiền có kết nối chuyển dữ liệu điện tử với cơ quan thuế có các nội dung sau đây:
a) Tên, địa chỉ, mã số thuế người bán;
b) Thông tin người mua nếu người mua yêu cầu (mã số định danh cá nhân hoặc mã số thuế); 
c) Tên hàng hóa, dịch vụ, đơn giá, số lượng, giá thanh toán. Trường hợp tổ chức, doanh nghiệp nộp thuế theo phương pháp khấu trừ phải ghi rõ giá bán chưa thuế GTGT, thuế suất thuế GTGT, tiền thuế GTGT, tổng tiền thanh toán có thuế GTGT;
d) Thời điểm lập hóa đơn;
đ) Mã của cơ quan thuế."
56,Câu 56: Doanh nghiệp sử dụng hóa đơn điện tử có mã của cơ quan thuế không phải trả tiền dịch vụ lập hóa đơn điện tử như thế nào?,"Doanh nghiệp, tổ chức kinh tế, tổ chức khác, hộ, cá nhân kinh doanh thuộc đối tượng nêu tại khoản 1 Điều 14 Nghị định này nếu truy cập Cổng thông tin điện tử của Tổng cục Thuế để lập hóa đơn thì sử dụng tài khoản đã được cấp khi đăng ký để thực hiện:
- Lập hóa đơn bán hàng hóa, cung cấp dịch vụ.
- Ký số trên các hóa đơn đã lập và gửi hóa đơn để cơ quan thuế cấp mã.
Hệ thống cấp mã hóa đơn của Tổng cục Thuế tự động thực hiện cấp mã hóa đơn và gửi trả kết quả cấp mã hóa đơn cho người gửi.
Sau khi nhận được hóa đơn điện tử có mã của CQT thì Doanh nghiệp, tổ chức kinh tế, tổ chức khác, hộ, cá nhân kinh doanh bán hàng hóa, cung cấp dịch vụ có trách nhiệm gửi hóa đơn điện tử đã được cấp mã của cơ quan thuế cho người mua."
57,Câu 57: Doanh nghiệp sử dụng hóa đơn điện tử có mã của cơ quan thuế qua tổ chức cung cấp dịch vụ hóa đơn điện tử lập hóa đơn điện tử như thế nào?,"Doanh nghiệp, tổ chức kinh tế, tổ chức khác, hộ, cá nhân kinh doanh sử dụng hóa đơn điện tử có mã của cơ quan thuế thông qua tổ chức cung cấp dịch vụ hóa đơn điện tử thì truy cập vào trang thông tin điện tử của tổ chức cung cấp dịch vụ hóa đơn điện tử hoặc sử dụng phần mềm hóa đơn điện tử của đơn vị để thực hiện:
- Lập hóa đơn bán hàng hóa, cung cấp dịch vụ.
- Ký số trên các hóa đơn đã lập và gửi hóa đơn qua tổ chức cung cấp dịch vụ hóa đơn điện tử để cơ quan thuế cấp mã.
Hệ thống cấp mã hóa đơn của Tổng cục Thuế tự động thực hiện cấp mã hóa đơn và gửi trả kết quả cấp mã hóa đơn cho người gửi.
Sau khi nhận được hóa đơn điện tử có mã của CQT thì Doanh nghiệp, tổ chức kinh tế, tổ chức khác, hộ, cá nhân kinh doanh bán hàng hóa, cung cấp dịch vụ có trách nhiệm gửi hóa đơn điện tử đã được cấp mã của cơ quan thuế cho người mua."
58,Câu 58: Doanh nghiệp sử dụng hóa đơn điện tử không có mã của cơ quan thuế lập hóa đơn điện tử như thế nào ?,"Doanh nghiệp, tổ chức kinh tế được cơ quan thuế chấp nhận sử dụng hóa đơn điện tử không có mã của cơ quan thuế khi bán hàng hóa, cung cấp dịch vụ sử dụng phần mềm để lập hóa đơn điện tử khi bán hàng hóa, cung cấp dịch vụ, ký số trên hóa đơn điện tử và gửi cho người mua bằng phương thức điện tử theo thỏa thuận giữa người bán và người mua, đảm bảo phù hợp với quy định của pháp luật về giao dịch điện tử."
59,Câu 59: Doanh nghiệp có được ủy nhiệm lập hóa đơn điện tử không?,"Doanh nghiệp, tổ chức kinh tế, tổ chức khác được quyền ủy nhiệm cho bên thứ ba là bên có quan hệ liên kết với người bán, là đối tượng đủ điều kiện sử dụng hoá đơn điện tử và không thuộc trường hợp ngừng sử dụng hóa đơn điện tử theo quy định."
60,"Câu 60: Trình tự, thủ tục ủy nhiệm/chấm dứt ủy nhiệm lập hóa đơn điện tử như thế nào?","Trả lời:
 - Việc ủy nhiệm/chấm dứt ủy nhiệm phải được lập bằng văn bản (hợp đồng hoặc thỏa thuận) giữa bên ủy nhiệm và bên nhận ủy nhiệm;
 - Việc ủy nhiệm/chấm dứt ủy nhiểm phải thông báo cho cơ quan thuế khi đăng ký sử dụng hóa đơn điện tử;
 - Bên ủy nhiệm và bên nhận ủy nhiệm có trách nhiệm niêm yết trên website của đơn vị mình hoặc thông báo công khai trên phương tiện thông tin đại chúng để người mua hàng hóa, dịch vụ được biết về việc ủy nhiệm lập hóa đơn/chấm dứt ủy nhiệm."
61,Câu 61: Văn bản ủy nhiệm phải có các thông tin gì?,"Hợp đồng ủy nhiệm hoặc thỏa thuận ủy nhiệm phải thể hiện đầy đủ các thông tin về bên ủy nhiệm và bên nhận ủy nhiệm (tên, địa chỉ, mã số thuế, chứng thư số); thông tin về hoá đơn điện tử ủy nhiệm (loại hoá đơn, ký hiệu hoá đơn, ký hiệu mẫu số hóa đơn); mục đích ủy nhiệm; thời hạn ủy nhiệm; phương thức thanh toán hoá đơn ủy nhiệm (ghi rõ trách nhiệm thanh toán tiền hàng hóa, dịch vụ trên hóa đơn ủy nhiệm); 
Bên ủy nhiệm và bên nhận ủy nhiệm có trách nhiệm lưu trữ văn bản ủy nhiệm và xuất trình khi cơ quan có thẩm quyền yêu cầu."
62,Câu 62: Thủ tục thông báo với cơ quan Thuế về ủy nhiệm lập hóa đơn thực hiện như thế nào?,"Việc ủy nhiệm/chấm dứt ủy nhiệm lập hóa đơn được xác định là thay đổi thông tin đăng ký sử dụng hóa đơn điện tử do đó Bên ủy nhiệm và bên nhận ủy nhiệm sử dụng Mẫu số 01ĐKTĐ/HĐĐT ban hành kèm theo Nghị định số 123/2020/NĐ-CP để thông báo với cơ quan thuế về việc ủy nhiệm lập hóa đơn điện tử, bao gồm cả trường hợp chấm dứt trước thời hạn ủy nhiệm lập hoá đơn điện tử theo thỏa thuận giữa các bên."
63,"Câu 63: Bên ủy nhiệm, bên nhận ủy nhiệm điền thông tin ủy nhiệm ở phần nào của Mẫu số 01ĐKTĐ/HĐĐT?","Bên ủy nhiệm điền thông tin của bên nhận ủy nhiệm, bên nhận ủy nhiệm điền thông tin taiuj Phần 5 “Danh sách chứng thư số sử dụng” điền thông tin đầy đủ chứng thư số sử dụng của cả hai bên;
- Đối với bên nhận ủy nhiệm tại cột 5 Phần 6 “Đăng ký ủy nhiệm lập hóa đơn” điền thông tin tên, tổ chức ủy nhiệm và mã số thuế của bên ủy nhiệm."
64,Câu 64: Hóa đơn điện tử ủy nhiệm phải có thông tin gì?,"Hóa đơn điện tử do tổ chức được ủy nhiệm lập là hóa đơn điện tử có mã hoặc không có mã của cơ quan thuế và phải thể hiện tên, địa chỉ, mã số thuế của bên ủy nhiệm và tên, địa chỉ, mã số thuế của bên nhận ủy nhiệm;"
65,Câu 65: Hóa đơn điện tử ủy nhiệm không có mã của CQT thì ai là người chuyển dữ liệu hóa đơn đến cơ quan thuế?,Trường hợp hóa đơn ủy nhiệm là hóa đơn điện tử không có mã của cơ quan thuế (sau đây gọi là hóa đơn điện tử không có mã) thì bên ủy nhiệm phải chuyển dữ liệu hóa đơn điện tử đến cơ quan thuế quản lý trực tiếp hoặc thông qua tổ chức cung cấp dịch vụ để chuyển dữ liệu hóa đơn điện tử đến cơ quan thuế quản lý trực tiếp;
66,Câu 66: Doanh nghiệp sử dụng hóa đơn điện tử có mã của cơ quan thuế có phải chuyển dữ liệu hóa đơn điện tử đến cơ quan thuế không?,Doanh nghiệp sử dụng hóa đơn điện tử có mã của cơ quan thuế đã chuyển hóa đơn điện tử đến cơ quan thuế để được cấp mã do đó không cần gửi lại dữ liệu hóa đơn điện tử tới cơ quan thuế.
67,Câu 67: Doanh nghiệp sử dụng hóa đơn điện tử không có mã của cơ quan thuế có phải chuyển dữ liệu hóa đơn điện tử đến cơ quan thuế không?,Doanh nghiệp sử dụng hóa đơn điện tử không có mã của cơ quan thuế có phải chuyển dữ liệu hóa đơn điện tử không có mã của cơ quan thuế đã lập đến cơ quan thuế qua Cổng thông tin điện tử của Tổng cục Thuế (chuyển trực tiếp hoặc gửi qua tổ chức cung cấp dịch vụ hóa đơn điện tử).
68,Câu 68: Doanh nghiệp sử dụng hóa đơn điện tử không có mã của cơ quan thuế phải chuyển dữ liệu hóa đơn điện tử đến cơ quan thuế theo phương thức nào?,"Doanh nghiệp sử dụng hóa đơn điện tử không có mã của cơ quan thuế có thể thực hiện bằng 2 phương thức như sau:
- Phương thức chuyển dữ liệu hóa đơn điện tử theo Bảng tổng hợp dữ liệu hóa đơn điện tử theo Mẫu số 01/TH-HĐĐT Phụ lục IA ban hành kèm theo Nghị định số 123/2020/NĐ-CP
- Phương thức chuyển đầy đủ nội dung hóa đơn áp dụng đối với trường hợp bán hàng hóa, cung cấp dịch vụ."
69,Câu 69: Doanh nghiệp sử dụng hóa đơn điện tử không có mã của cơ quan thuế kinh doanh trong những ngành nghề nào được chuyển dữ liệu hóa đơn điện tử theo Bảng tổng hợp dữ liệu hóa đơn điện tử,"Doanh nghiệp sử dụng hóa đơn điện tử không có mã của cơ quan thuế kinh doanh trong lĩnh vực: bưu chính viễn thông, bảo hiểm, tài chính ngân hàng, vận tải hàng không, chứng khoán, điện, nước sạch, xăng dầu"
70,Câu 70: Người bán phát hiện hóa đơn điện tử đã được cấp mã của cơ quan thuế chưa gửi cho người mua có sai sót thì phải xử lý như thế nào?,"Trường hợp người bán phát hiện hóa đơn điện tử đã được cấp mã của cơ quan thuế chưa gửi cho người mua có sai sót thì người bán thực hiện thông báo với cơ quan thuế theo Mẫu số 04/SS-HĐĐT Phụ lục IA ban hành kèm theo Nghị định số 123/2020/NĐ-CP về việc hủy hóa đơn điện tử có mã đã lập có sai sót và lập hóa đơn điện tử mới, ký số gửi cơ quan thuế để cấp mã hóa đơn mới thay thế hóa đơn đã lập để gửi cho người mua."
71,"Câu 71:Hóa đơn điện tử đã gửi cho người mua mà người mua hoặc người bán phát hiện có sai sót về tên, địa chỉ của người mua nhưng không sai mã số thuế, các nội dung khác không sai sót phải xử lý như thế nào?","Trường hợp có sai sót về tên, địa chỉ của người mua nhưng không sai mã số thuế, các nội dung khác không sai sót thì người bán thông báo cho người mua về việc hóa đơn có sai sót và không phải lập lại hóa đơn. Người bán thực hiện thông báo với cơ quan thuế về hóa đơn điện tử có sai sót theo Mẫu số 04/SS-HĐĐT Phụ lục IA ban hành kèm theo Nghị định số 123/2020/NĐ-CP, trừ trường hợp hóa đơn điện tử không có mã của cơ quan thuế có sai sót nêu trên chưa gửi dữ liệu hóa đơn cho cơ quan thuế."
72,"Câu 72: Hóa đơn điện tử đã gửi cho người mua mà người mua hoặc người bán phát hiện có sai sót về số tiền ghi trên hóa đơn, sai về thuế suất, tiền thuế hoặc hàng hóa ghi trên hóa đơn không đúng quy cách, chất lượng phải xử lý như thế nào?","Doanh nghiệp có thể lựa chọn một trong hai cách sử dụng hóa đơn điện tử như sau: điều chỉnh hóa đơn đã lập có sai sót hoặc lập hóa đơn điện tử mới thay thế cho hóa đơn điện tử có sai sót.
Người bán và người mua thỏa thuận về việc lập văn bản thỏa thuận trước khi lập hóa đơn điều chỉnh/thay thế cho hóa đơn đã lập có sai sót thì người bán và người mua lập văn bản thỏa thuận ghi rõ sai sót, sau đó người bán lập hóa đơn điện tử điều chỉnh/thay thế hóa đơn đã lập có sai sót.
 Hóa đơn điện tử điều chỉnh/thay thế hóa đơn điện tử đã lập có sai sót phải có dòng chữ “Điều chỉnh/Thay thế cho hóa đơn Mẫu số... ký hiệu... số... ngày... tháng... năm”.
 Người bán ký số trên hóa đơn điện tử mới điều chỉnh hoặc thay thế cho hóa đơn điện tử đã lập có sai sót sau đó người bán gửi cho người mua (đối với trường hợp sử dụng hóa đơn điện tử không có mã của cơ quan thuế) hoặc gửi cơ quan thuế để cơ quan thuế cấp mã cho hóa đơn điện tử mới để gửi cho người mua (đối với trường hợp sử dụng hóa đơn điện tử có mã của cơ quan thuế)."
73,Câu 73: Doanh nghiệp nhận được thông báo của cơ quan thuế về việc phát hiện hóa đơn điện tử có mã của cơ quan thuế hoặc hóa đơn điện tử không có mã của cơ quan thuế đã lập có sai sót?,"Trường hợp người nộp thuế nhận được thông báo của cơ quan thuế phát hiện hóa đơn điện tử có mã của cơ quan thuế hoặc hóa đơn điện tử không có mã của cơ quan thuế đã lập có sai sót thì theo thời hạn ghi trên thông báo, người bán phải có phản hồi với cơ quan thuế hoặc thực hiện thông báo với cơ quan thuế theo Mẫu số 04/SS-HĐĐT tại Phụ lục IA ban hành kèm theo Nghị định số 123 về việc kiểm tra hóa đơn điện tử đã lập có sai sót."
74,"Câu 74: Doanh nghiệp có được ghi dấu âm, dấu dương trên hóa đơn điều chỉnh hóa đơn có sai sót không?","Trên hóa đơn điều chỉnh hóa đơn có sai sót thì doanh nghiệp được: điều chỉnh tăng (ghi dấu dương), điều chỉnh giảm (ghi dấu âm) đúng với thực tế điều chỉnh."
75,Câu 75: Người bán xử lý bảng tổng hợp dữ liệu hóa đơn điện tử đã gửi cơ quan thuế có sai sót như thế nào?,"Sau thời hạn chuyển bảng tổng hợp dữ liệu hóa đơn điện tử đến cơ quan thuế, trường hợp thiếu dữ liệu hóa đơn điện tử tại bảng tổng hợp dữ liệu hóa đơn điện tử đã gửi cơ quan thuế thì người bán gửi bảng tổng hợp dữ liệu hóa đơn điện tử bổ sung; 
 Trường hợp bảng tổng hợp dữ liệu hóa đơn điện tử đã gửi cơ quan thuế có sai sót thì người bán gửi thông tin điều chỉnh cho các thông tin đã kê khai trên bảng tổng hợp;"
76,"Câu 76: Thời điểm lập hóa đơn đối với bán hàng hóa, cung cấp dịch vụ là khi nào?","Thời điểm lập hóa đơn đối với bán hàng hóa (bao gồm cả bán tài sản nhà nước, tài sản tịch thu, sung quỹ nhà nước và bán hàng dự trữ quốc gia) là thời điểm chuyển giao quyền sở hữu hoặc quyền sử dụng hàng hóa cho người mua, không phân biệt đã thu được tiền hay chưa thu được tiền.
Thời điểm lập hóa đơn đối với cung cấp dịch vụ là thời điểm hoàn thành việc cung cấp dịch vụ không phân biệt đã thu được tiền hay chưa thu được tiền. Trường hợp người cung cấp dịch vụ có thu tiền trước hoặc trong khi cung cấp dịch vụ thì thời điểm lập hóa đơn là thời điểm thu tiền (không bao gồm trường hợp thu tiền đặt cọc hoặc tạm ứng để đảm bảo thực hiện hợp đồng cung cấp các dịch vụ: kế toán, kiểm toán, tư vấn tài chính, thuế; thẩm định giá; khảo sát, thiết kế kỹ thuật; tư vấn giám sát; lập dự án đầu tư xây dựng)."
77,"Câu 77: Đối với trường hợp giao hàng nhiều lần hoặc bàn giao từng hạng mục, công đoạn dịch vụ thì thời điểm lập hóa đơn được quy định như thế nào?","Trường hợp giao hàng nhiều lần hoặc bàn giao từng hạng mục, công đoạn dịch vụ thì mỗi lần giao hàng hoặc bàn giao đều phải lập hóa đơn cho khối lượng, giá trị hàng hóa, dịch vụ được giao tương ứng."
78,Câu 78: Doanh nghiệp nào được lập hóa đơn theo kỳ?,"Đối với các trường hợp cung cấp dịch vụ với số lượng lớn, phát sinh thường xuyên, cần có thời gian đối soát số liệu giữa doanh nghiệp cung cấp dịch vụ và khách hàng, đối tác như trường hợp cung cấp dịch vụ hỗ trợ trực tiếp cho vận tải hàng không, cung ứng nhiên liệu hàng không cho các hãng hàng không, hoạt động cung cấp điện (trừ đối tượng quy định tại điểm h khoản này), nước, dịch vụ truyền hình, dịch vụ bưu chính chuyển phát (bao gồm cả dịch vụ đại lý, dịch vụ thu hộ, chi hộ), dịch vụ viễn thông (bao gồm cả dịch vụ viễn thông giá trị gia tăng), dịch vụ logistic, dịch vụ công nghệ thông tin (trừ trường hợp quy định tại điểm b khoản này) được bán theo kỳ nhất định, thời điểm lập hóa đơn là thời điểm hoàn thành việc đối soát dữ liệu giữa các bên nhưng chậm nhất không quá ngày 07 của tháng sau tháng phát sinh việc cung cấp dịch vụ hoặc không quá 07 ngày kể từ ngày kết thúc kỳ quy ước. Kỳ quy ước để làm căn cứ tính lượng hàng hóa, dịch vụ cung cấp căn cứ thỏa thuận giữa đơn vị bán hàng hóa, cung cấp dịch vụ với người mua."
79,"Câu 79: doanh nghiệp cung cấp dịch vụ viễn thông, dịch vụ công nghệ thông tin thời điểm lập hóa đơn là khi nào?","Đối với dịch vụ viễn thông (bao gồm cả dịch vụ viễn thông giá trị gia tăng), dịch vụ công nghệ thông tin (bao gồm dịch vụ trung gian thanh toán sử dụng trên nền tảng viễn thông, công nghệ thông tin) phải thực hiện đối soát dữ liệu kết nối giữa các cơ sở kinh doanh dịch vụ, thời điểm lập hóa đơn là thời điểm hoàn thành việc đối soát dữ liệu về cước dịch vụ theo hợp đồng kinh tế giữa các cơ sở kinh doanh dịch vụ nhưng chậm nhất không quá 2 tháng kể từ tháng phát sinh cước dịch vụ kết nối.
Trường hợp cung cấp dịch vụ viễn thông (bao gồm cả dịch vụ viễn thông giá trị gia tăng) thông qua bán thẻ trả trước, thu cước phí hòa mạng khi khách hàng đăng ký sử dụng dịch vụ mà khách hàng không yêu cầu xuất hóa đơn GTGT hoặc không cung cấp tên, địa chỉ, mã số thuế thì cuối mỗi ngày hoặc định kỳ trong tháng, cơ sở kinh doanh dịch vụ lập chung một hóa đơn GTGT ghi nhận tổng doanh thu phát sinh theo từng dịch vụ người mua không lấy hóa đơn hoặc không cung cấp tên, địa chỉ, mã số thuế."
80,"Câu 80: Đối với hoạt động xây dựng, lắp đặt và đối với tổ chức kinh doanh bất động sản, xây dựng cơ sở hạ tầng, xây dựng nhà để bán, chuyển nhượng lập hóa đơn khi nào ?","Đối với hoạt động xây dựng, lắp đặt, thời điểm lập hóa đơn là thời điểm nghiệm thu, bàn giao công trình, hạng mục công trình, khối lượng xây dựng, lắp đặt hoàn thành, không phân biệt đã thu được tiền hay chưa thu được tiền.
Đối với tổ chức kinh doanh bất động sản, xây dựng cơ sở hạ tầng, xây dựng nhà để bán, chuyển nhượng:
+ Trường hợp chưa chuyển giao quyền sở hữu, quyền sử dụng: Có thực hiện thu tiền theo tiến độ thực hiện dự án hoặc tiến độ thu tiền ghi trong hợp đồng thì thời điểm lập hóa đơn là ngày thu tiền hoặc theo thỏa thuận thanh toán trong hợp đồng.
+ Trường hợp đã chuyển giao quyền sở hữu, quyền sử dụng: Thời điểm lập hóa đơn thực hiện theo quy định như đối với bán hàng hóa."
81,Câu 81: Đối với các trường hợp tổ chức kinh doanh mua dịch vụ vận tải hàng không xuất qua website và hệ thống thương mại điện tử được quy định về thời điểm lập hóa đơn như thế nào ?,Thời điểm lập hóa đơn đối với các trường hợp tổ chức kinh doanh mua dịch vụ vận tải hàng không xuất qua website và hệ thống thương mại điện tử được lập theo thông lệ quốc tế chậm nhất không quá 05 ngày kế tiếp kể từ ngày chứng từ dịch vụ vận tải hàng không xuất ra trên hệ thống website và hệ thống thương mại điện tử.
82,"Câu 82: Đối với hoạt động tìm kiếm thăm dò, khai thác và chế biến dầu thô và Đối với hoạt động bán khí thiên nhiên, khí đồng hành, khí than được chuyển bằng đường ống dẫn khí đến người mua lập hóa đơn khi nào?","Đối với hoạt động tìm kiếm thăm dò, khai thác và chế biến dầu thô: Thời điểm lập hóa đơn bán dầu thô, condensate, các sản phẩm được chế biến từ dầu thô (bao gồm cả hoạt động bao tiêu sản phẩm theo cam kết của Chính phủ) là thời điểm bên mua và bên bán xác định được giá bán chính thức, không phân biệt đã thu được tiền hay chưa thu được tiền.
Đối với hoạt động bán khí thiên nhiên, khí đồng hành, khí than được chuyển bằng đường ống dẫn khí đến người mua, thời điểm lập hóa đơn là thời điểm bên mua, bên bán xác định khối lượng khí giao hàng tháng nhưng chậm nhất không quá 07 ngày kế tiếp kể từ ngày bên bán gửi thông báo lượng khí giao hàng tháng.
Trường hợp thỏa thuận bảo lãnh và cam kết của Chính phủ có quy định khác về thời điểm lập hóa đơn thì thực hiện theo quy định tại thỏa thuận bảo lãnh và cam kết của Chính phủ."
83,"Câu 83: Đối với cơ sở kinh doanh thương mại bán lẻ, kinh doanh dịch vụ ăn uống theo mô hình hệ thống cửa hàng bán trực tiếp đến người tiêu dùng nhưng việc hạch toán toàn bộ hoạt động kinh doanh được thực hiện tại trụ sở chính được quy định về thời điểm lập hóa đơn được xác định như thế nào?","Đối với cơ sở kinh doanh thương mại bán lẻ, kinh doanh dịch vụ ăn uống theo mô hình hệ thống cửa hàng bán trực tiếp đến người tiêu dùng nhưng việc hạch toán toàn bộ hoạt động kinh doanh được thực hiện tại trụ sở chính (trụ sở chính trực tiếp ký hợp đồng mua, bán hàng hóa, dịch vụ; hóa đơn bán hàng hóa, dịch vụ từng cửa hàng xuất cho khách hàng xuất qua hệ thống máy tính tiền của từng cửa hàng đứng tên trụ sở chính), hệ thống máy tính tiền kết nối với máy tính chưa đáp ứng điều kiện kết nối chuyển dữ liệu với cơ quan thuế, từng giao dịch bán hàng hóa, cung cấp đồ ăn uống có in Phiếu tính tiền cho khách hàng, dữ liệu Phiếu tính tiền có lưu trên hệ thống và khách hàng không có nhu cầu nhận hóa đơn điện tử thì cuối ngày cơ sở kinh doanh căn cứ thông tin từ Phiếu tính tiền để tổng hợp lập hóa đơn điện tử cho các giao dịch bán hàng hóa, cung cấp đồ ăn uống trong ngày, trường hợp khách hàng yêu cầu lập hóa đơn điện tử thì cơ sở kinh doanh lập hóa đơn điện tử giao cho khách hàng."
84,Câu 84: Đối với hoạt động bán điện của các công ty phát điện trên thị trường điện thì việc xác định thời điểm lập hóa đơn như thế nào ?,"Đối với hoạt động bán điện của các công ty phát điện trên thị trường điện thì thời điểm lập hóa đơn điện tử được xác định căn cứ thời điểm về đối soát số liệu thanh toán giữa đơn vị vận hành hệ thống điện và thị trường điện, đơn vị phát điện và đơn vị mua điện theo quy định của Bộ Công Thương hoặc hợp đồng mua bán điện đã được Bộ Công Thương hướng dẫn, phê duyệt nhưng chậm nhất là ngày cuối cùng của thời hạn kê khai, nộp thuế đối với tháng phát sinh nghĩa vụ thuế theo quy định pháp luật về thuế. Riêng hoạt động bán điện của các công ty phát điện có cam kết bảo lãnh của Chính phủ về thời điểm thanh toán thì thời điểm lập hóa đơn điện tử căn cứ theo bảo lãnh của Chính phủ, hướng dẫn và phê duyệt của Bộ Công Thương và các hợp đồng mua bán điện đã được ký kết giữa bên mua điện và bên bán điện."
85,Câu 85: Đối với trường hợp bán xăng dầu tại các cửa hàng bán lẻ cho khách hàng thời điểm lập hóa đơn như thế nào?,"Thời điểm lập hóa đơn điện tử đối với trường hợp bán xăng dầu tại các cửa hàng bán lẻ cho khách hàng là thời điểm kết thúc việc bán xăng dầu theo từng lần bán. Người bán phải đảm bảo lưu trữ đầy đủ hóa đơn điện tử đối với trường hợp bán xăng dầu cho khách hàng là cá nhân không kinh doanh, cá nhân kinh doanh và đảm bảo có thể tra cứu khi cơ quan có thẩm quyền yêu cầu."
86,"Câu 86: Đối với trường hợp cung cấp dịch vụ vận tải hàng không, dịch vụ bảo hiểm qua đại lý được quy định về thời điểm lập hóa đơn như thế nào? ","Đối với trường hợp cung cấp dịch vụ vận tải hàng không, dịch vụ bảo hiểm qua đại lý, thời điểm lập hóa đơn là thời điểm hoàn thành việc đối soát dữ liệu giữa các bên nhưng chậm nhất không quá ngày 10 của tháng sau tháng phát sinh."
